"unique_id","survey_id","country","incentive","participation_context","duration","start_date","end_date","university","eligibility_ug","eligibility_stats","degree_level_maths","degree_level_maths_specify","degree_year","age","gender","math_edu_grade","math_edu_grade_sat","math_edu_grade_act","math_edu_grade_gcse","math_edu_grade_a_level","math_edu_mths","stats_edu_grade","stats_edu_grade_edited","stats_edu_first_module","stats_edu_module_1","stats_edu_grade_1","stats_edu_grade_2","all_stats_modules","is_university","is_stats_module","average_overall_grade","is_stats_module_code","mod_start_date","mod_end_date","software_excel","software_jamovi","software_jasp","software_r","software_sas","software_spss_amos","software_spss_stats","software_none","software_other","software_specify","freq_or_bayes","topic_covariates","topic_algebra","topic_anova","topic_bayes_factors","topic_bayes_theorem","topic_bootstrapping","topic_calculus","topic_casual_inference","topic_causality","topic_conf_ints","topic_correlation","topic_data_wrangling","topic_data_vis","topic_distributions","topic_descriptive_stats","topic_effect_sizes","topic_exp_design","topic_factor_analysis","topic_moderation","topic_linear_models","topic_logistic_reg","topic_mediation","topic_meta_analysis","topic_assumptions","topic_multi_comparisons","topic_multi_regression","topic_non_para","topic_nhst","topic_ols","topic_open_science","topic_philosophy","topic_probability","topic_psychometrics","topic_qual","topic_reliability","topic_regression","topic_rep_crisis","topic_report_writing","topic_robust_tests","topic_power","topic_software","topic_ttest","STARS_TestAnxiety","STARS_InterpretationAnxiety","STARS_HelpAnxiety","STARS_Total","STICSA_Cognitive","STICSA_Somatic","STICSA_Total","RTAS_Worry","RTAS_Tension","RTAS_TestIrrelevantThinking","RTAS_BodilySymptoms","RTAS_Total","BFNE_Total","LSAS_SocialInteraction","LSAS_Performance","LSAS_Total","IUS_Prospective","IUS_Inhibitory","IUS_Total","CAS_creativity","CAS_noncreativity","NGSE_Mean","ATMS_Persistence_Total"
"03c63bfd","sussex","England","Credits","Remotely, in own time",113059,"16/02/2021","17/02/2021","University of Sussex","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered",NA,"c","Not Administered","Not Administered","Not Administered","No","Psychology as a Science","78","79","Qualitative and Quantitative Methods","University of Sussex","Qualitative and Quantitative Methods",NA,"C8300","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Correlation","Data cleaning/wrangling","Data visualisation",NA,"Descriptive statistics",NA,NA,"Factor analysis",NA,NA,NA,"Mediation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychometrics","Qualitative methods","Reliability coefficients",NA,NA,NA,NA,NA,NA,NA,35,31,15,81,29,28,57,19,20,15,14,68,33,30,32,62,20,17,37,16,18,3.625,20
"063f27f1","sussex","England","Credits","Remotely, in own time",1050,"12/2/2021","12/2/2021","University of Sussex","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","8","b","Not Administered","Not Administered","Not Administered","No","Psychology as a Science","80","77","Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",31,18,4,53,17,14,31,18,19,9,12,58,20,21,23,44,15,10,25,19,11,3.875,26
"066037d1","sussex","England","Credits","Remotely, in own time",1523,"4/4/2021","4/4/2021","University of Sussex","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","B",NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science",NA,NA,"Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",39,47,20,106,34,27,61,22,22,18,18,80,40,31,34,65,17,20,37,33,18,3.375,15
"0926680b","sussex","England","Credits","Remotely, in own time",2109,"25/03/2021","25/03/2021","University of Sussex","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","B","D","Not Administered","Not Administered","Not Administered","No","Psychology as a Science","78",NA,"Qualitative and Quantitative Methods","University of Sussex","Qualitative and Quantitative Methods",NA,"C8300","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Correlation","Data cleaning/wrangling","Data visualisation",NA,"Descriptive statistics",NA,NA,"Factor analysis",NA,NA,NA,"Mediation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychometrics","Qualitative methods","Reliability coefficients",NA,NA,NA,NA,NA,NA,NA,32,46,12,90,17,12,29,11,16,5,13,45,16,18,21,39,8,7,15,22,11,4,27
"0a45b4cb","sussex","England","Credits","Remotely, in own time",1447,"26/03/2021","26/03/2021","University of Sussex","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","8",NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","88",NA,"Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",27,27,9,63,31,27,58,16,17,11,19,63,39,34,39,73,26,22,48,27,17,3.875,25
"0b667925","sussex","England","None","Remotely, in own time",1881,"15/04/2021","15/04/2021","University of Sussex","Yes","Yes","No",NA,"3rd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","A","B","Not Administered","Not Administered","Not Administered","No","Psychology as a Science","76","65","Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",37,44,18,99,39,38,77,28,24,15,25,92,39,37,38,75,26,27,53,30,23,2.25,26
"0bcd6b85","sussex","England","Credits","Remotely, in own time",2303,"24/03/2021","24/03/2021","University of Sussex","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","B (6)","n/a","Not Administered","Not Administered","Not Administered","No","Psychology as a Science","75",NA,"Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",29,23,12,64,38,26,64,25,20,16,15,76,37,38,43,81,25,23,48,17,13,2.75,17
"0bda1d46","sussex","England","Credits","Remotely, in own time",1332,"21/03/2021","21/03/2021","University of Sussex","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","6",NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","68",NA,"Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",33,42,19,94,16,15,31,27,20,18,16,81,27,25,35,60,11,10,21,30,26,2.5,22
"0d01dda2","sussex","England","Credits","Remotely, in own time",1646,"28/04/2021","28/04/2021","University of Sussex","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","A*",NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","81","67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,14,18,54,35,21,56,20,22,15,21,78,38,31,39,70,30,26,56,13,9,3.5,29
"0dd2cf72","sussex","England","Credits","Remotely, in own time",1155,"28/04/2021","28/04/2021","University of Sussex","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered",NA,NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","86",NA,"Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",37,NA,17,NA,36,25,61,28,22,16,19,85,39,29,40,69,26,24,50,8,38,4.5,17
"105f0706","sussex","England","Credits","Remotely, in own time",186403,"6/4/2021","8/4/2021","University of Sussex","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered",NA,NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","80","76","Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",14,12,5,31,22,16,38,11,12,6,13,42,19,13,20,33,9,11,20,16,9,4.375,32
"10f2892f","sussex","England","Credits","Remotely, in own time",1886,"17/02/2021","17/02/2021","University of Sussex","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","7",NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","79",NA,"Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",23,26,10,59,21,11,32,13,11,8,8,40,31,26,29,55,9,10,19,18,9,2.75,27
"120d9a47","sussex","England","Credits","Remotely, in own time",1021,"13/02/2021","13/02/2021","University of Sussex","Yes","Yes","No",NA,"1st Year","22-25","Female/Woman","Not Administered","Not Administered","Not Administered",NA,NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","67",NA,"Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",11,11,6,28,11,11,22,12,14,5,7,38,9,13,17,30,8,10,18,9,8,4.875,26
"12cf4286","sussex","England","Credits","Remotely, in own time",2421,"18/03/2021","18/03/2021","University of Sussex","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","A",NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","63","62","Qualitative and Quantitative Methods","University of Sussex","Qualitative and Quantitative Methods",NA,"C8300","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Correlation","Data cleaning/wrangling","Data visualisation",NA,"Descriptive statistics",NA,NA,"Factor analysis",NA,NA,NA,"Mediation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychometrics","Qualitative methods","Reliability coefficients",NA,NA,NA,NA,NA,NA,NA,27,28,10,65,24,31,55,13,11,14,13,51,23,17,28,45,14,18,32,21,8,3.875,21
"13a685d0","sussex","England","Credits","Remotely, in own time",614,"27/03/2021","27/03/2021","University of Sussex","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","7",NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science",NA,NA,"Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",14,17,6,37,11,13,24,10,6,6,11,33,18,13,16,29,8,7,15,10,13,1.125,25
"140c4ff8","sussex","England","Credits","Remotely, in own time",1081,"15/02/2021","15/02/2021","University of Sussex","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","B",NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","85",NA,"Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",32,20,4,56,10,13,23,11,19,7,11,48,10,15,28,43,7,8,15,13,9,3.875,30
"15d712b8","sussex","England","Credits","Remotely, in own time",2135,"28/03/2021","28/03/2021","University of Sussex","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","A","D","Not Administered","Not Administered","Not Administered","No","Psychology as a Science","59",NA,"Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",36,29,18,83,31,20,51,25,22,15,19,81,33,40,43,83,21,24,45,36,18,2.25,23
"16764992","sussex","England","Credits","Remotely, in own time",54621,"15/02/2021","16/02/2021","University of Sussex","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","b",NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science",NA,NA,"Qualitative and Quantitative Methods","University of Sussex","Qualitative and Quantitative Methods",NA,"C8300","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Correlation","Data cleaning/wrangling","Data visualisation",NA,"Descriptive statistics",NA,NA,"Factor analysis",NA,NA,NA,"Mediation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychometrics","Qualitative methods","Reliability coefficients",NA,NA,NA,NA,NA,NA,NA,36,35,10,81,25,24,49,24,23,13,22,82,40,25,39,64,16,17,33,38,23,3.125,21
"168f3bdf","sussex","England","Credits","Remotely, in own time",1990,"12/4/2021","12/4/2021","University of Sussex","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","8","A","Not Administered","Not Administered","Not Administered","No","Psychology as a Science",NA,NA,"Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",20,23,12,55,24,20,44,14,16,14,9,53,25,33,37,70,17,16,33,21,15,3.875,26
"1743ddc3","sussex","England","Credits","Remotely, in own time",2440,"7/4/2021","7/4/2021","University of Sussex","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered",NA,NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","55","52","Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",40,27,9,76,22,29,51,17,18,13,20,68,21,19,25,44,17,21,38,21,22,2.5,20
"17f57029","sussex","England","Credits","Remotely, in own time",1839,"19/03/2021","19/03/2021","University of Sussex","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","A",NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","82",NA,"Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",29,32,16,77,31,29,60,11,9,6,16,42,20,35,44,79,22,22,44,32,26,1.5,22
"17ffbf5f","sussex","England","Credits","Remotely, in own time",2572,"16/02/2021","16/02/2021","University of Sussex","Yes","Yes","No",NA,"1st Year","26+","Female/Woman","Not Administered","Not Administered","Not Administered","B",NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","74.49",NA,"Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",34,41,16,91,13,12,25,18,20,6,11,55,19,21,26,47,12,16,28,14,16,4,31
"1843f2a3","sussex","England","Credits","Remotely, in own time",1136,"11/4/2021","11/4/2021","University of Sussex","Yes","Yes","No",NA,"2nd Year","22-25","Male/Man","Not Administered","Not Administered","Not Administered","A",NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","83","82","Qualitative and Quantitative Methods","University of Sussex","Qualitative and Quantitative Methods",NA,"C8300","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Correlation","Data cleaning/wrangling","Data visualisation",NA,"Descriptive statistics",NA,NA,"Factor analysis",NA,NA,NA,"Mediation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychometrics","Qualitative methods","Reliability coefficients",NA,NA,NA,NA,NA,NA,NA,23,27,5,55,27,14,41,15,12,6,8,41,20,21,24,45,18,18,36,14,10,3.625,28
"190dd676","sussex","England","Credits","Remotely, in own time",1544,"24/03/2021","24/03/2021","University of Sussex","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","96%","86%","Not Administered","Not Administered","Not Administered","No","Psychology as a Science","71",NA,"Qualitative and Quantitative Methods","University of Sussex","Qualitative and Quantitative Methods",NA,"C8300","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Correlation","Data cleaning/wrangling","Data visualisation",NA,"Descriptive statistics",NA,NA,"Factor analysis",NA,NA,NA,"Mediation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychometrics","Qualitative methods","Reliability coefficients",NA,NA,NA,NA,NA,NA,NA,15,12,6,33,13,13,26,7,6,6,11,30,21,15,17,32,11,12,23,9,8,4.75,30
"1920cbc6","sussex","England","Credits","Remotely, in own time",1606,"5/3/2021","5/3/2021","University of Sussex","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","A",NA,"Not Administered","Not Administered","Not Administered","No","Psychology as a Science","79","69","Analysing Data","University of Sussex","Analysing Data",NA,"C8891","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)","ANOVA",NA,NA,NA,NA,NA,"Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size",NA,NA,NA,"Linear model (as opposed to teaching t-test, ANOVA, regression etc. as seperate tests)",NA,NA,NA,NA,NA,"Multiple regression",NA,"Null hypothesis significance testing",NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",32,25,13,70,25,23,48,24,22,10,14,70,28,23,32,55,11,12,23,22,12,3.625,23
"1934516f","sussex","England","Credits","Remotely, in own time",1346,"14/04/2021","14/04/2021","University of Sussex","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","8","B","Not Administered","Not Administered","Not Administered","No","Psychology as a Science","85",NA,"Qualitative and Quantitative Methods","University of Sussex","Qualitative and Quantitative Methods",NA,"C8300","1/2/2021","30/04/2021",NA,NA,NA,"R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Correlation","Data cleaning/wrangling","Data visualisation",NA,"Descriptive statistics",NA,NA,"Factor analysis",NA,NA,NA,"Mediation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychometrics","Qualitative methods","Reliability coefficients",NA,NA,NA,NA,NA,NA,NA,18,43,17,78,24,24,48,17,11,9,10,47,25,39,43,82,12,16,28,37,16,3.75,24
